ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,ASSENTAMEN
desmatamento,8,2021,Sentinel-1-2,AM,0.12,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,PDS JAMIL JEREISSATI
desmatamento,8,2021,Sentinel-1-2,AM,0.10,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AC,0.04,Cruzeiro do Sul,PAD SANTA LUZIA
desmatamento,8,2021,Sentinel-1-2,AM,0.30,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Rodrigues Alves,PA SÃO PEDRO
desmatamento,8,2021,Sentinel-1-2,AC,0.11,Cruzeiro do Sul,PAD SANTA LUZIA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Cruzeiro do Sul,PDS JAMIL JEREISSATI
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AC,0.05,Cruzeiro do Sul,PDS JAMIL JEREISSATI
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.01,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.07,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.01,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,TO,0.03,Nova Olinda,PA ARRAIAS
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.08,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.06,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.01,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.10,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.10,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.01,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.07,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.08,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.10,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.56,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.10,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.10,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.19,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.05,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.01,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,PA,0.04,Novo Progresso,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.13,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.58,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.17,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.13,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Canutama,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.01,Humaitá,PAE SANTA MARIA AUXILIADORA
desmatamento,8,2021,Sentinel-1-2,AM,0.46,Apuí,PAE ARIPUANÃ-GUARIBA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,PA,0.29,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.07,Apuí,PAE ARIPUANÃ-GUARIBA
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.01,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,PA,0.02,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA PACIÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.04,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,PA,0.30,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,PA,0.17,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Apuí,PAE ARIPUANÃ-GUARIBA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AM,0.35,Apuí,PAE ARIPUANÃ-GUARIBA
desmatamento,8,2021,Sentinel-1-2,AC,0.01,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.04,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.01,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.04,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,PA,0.09,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.05,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,0.29,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AC,0.05,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Pauini,PAE TERRUÃ
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Mâncio Lima,PDS SÃO SALVADOR
desmatamento,8,2021,Sentinel-1-2,PA,0.03,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,PA,1.83,Altamira,PDS TERRA NOSSA
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Mâncio Lima,PDS SÃO SALVADOR
